,US ICD9,System,Description
275,0956,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
276,0957,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
277,0958,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
278,0959,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
279,096,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
280,097,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
281,0970,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
282,0971,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
283,0979,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
284,098,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
285,0980,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
286,0981,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
287,09810,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
288,09811,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
289,09812,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
290,09813,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
291,09814,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
292,09815,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
293,09816,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
294,09817,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
295,09819,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
296,0982,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
297,0983,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
298,09830,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
299,09831,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
300,09832,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
301,09833,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
302,09834,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
303,09835,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
304,09836,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
305,09837,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
306,09839,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
307,0984,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
308,09840,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
309,09841,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
310,09842,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
311,09843,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
312,09849,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
313,0985,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
314,09850,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
315,09851,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
316,09852,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
317,09853,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
318,09859,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
319,0986,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
320,0987,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
321,0988,"Bacterial infections, and other intestinal infectious diseases, and STDs",Infections with a predominantly sexual mode of transmission
